0.3696922906816491 + 0.772880681986359im,0.049435909177013224 + 0.7555008288114334im,0.0494359091770541 + 0.755500828168739im,0.049435767786302966 + 1.8313710678229354im
0.049435909177013224 + 0.7555008288114334im,0.36969318932797485 + 0.7728798336633718im,0.049436333346917875 + 0.7119486800615573im,0.0494361920011174 + 0.7555005466935529im
0.0494359091770541 + 0.755500828168739im,0.049436333346917875 + 0.7119486800615573im,0.3696931642448588 + 0.7728798311977882im,0.04943619200115827 + 0.7555005414505862im
0.049435767786302966 + 1.8313710678229354im,0.0494361920011174 + 0.7555005466935529im,0.04943619200115827 + 0.7555005414505862im,0.36969290633410457 + 0.7013972808520835im
