0.35352709106761077 + 0.7206529256711244im,0.033053879066527576 + 0.6868169230488123im,0.033054256081909456 + 0.6868300790709383im,0.032678207256570606 + 0.6782840526994872im
0.033053879066527576 + 0.6868169230488123im,0.3535296252094013 + 0.7207348984123364im,0.033055122946707774 + 0.6868638520061486im,0.032679360701763194 + 0.6783225083103162im
0.033054256081909456 + 0.6868300790709383im,0.033055122946707774 + 0.6868638520061486im,0.35353037438413293 + 0.7207614112617612im,0.032679731789682115 + 0.6783356194566073im
0.032678207256570606 + 0.6782840526994872im,0.032679360701763194 + 0.6783225083103162im,0.032679731789682115 + 0.6783356194566073im,0.36173737486625074 + 0.6787656085468134im
