0.3666929663025316 + 0.7727915745588302im,0.049435694128926205 + 0.7319290151386446im,0.049436050612974874 + 1.7599562894097311im,0.04943569412889825 + 0.7319290102132766im
0.049435694128926205 + 0.7319290151386446im,0.3666936791835363 + 0.7727908576765994im,0.04943640699358996 + 0.7319282933310914im,0.04943605043370376 + 0.6883769324384175im
0.049436050612974874 + 1.7599562894097311im,0.04943640699358996 + 0.7319282933310914im,0.3666943920318594 + 0.7727901407945165im,0.04943640699356203 + 0.7319282982565158im
0.04943569412889825 + 0.7319290102132766im,0.04943605043370376 + 0.6883769324384175im,0.04943640699356203 + 0.7319282982565158im,0.3666936791834804 + 0.7727908576766555im
