0.3695172424876984 + 0.7936156647087214im,0.04926001129946885 + 0.7223887661552018im,0.049260011299427864 + 0.7223887661552431im,0.04926015311244426 + 0.6937223805593001im
0.04926001129946885 + 0.7223887661552018im,0.3695164417837769 + 0.7936165233528533im,0.04925958586427133 + 0.7223891927839151im,0.04925972767728768 + 0.693722807187972im
0.049260011299427864 + 0.7223887661552431im,0.04925958586427133 + 0.7223891927839151im,0.3695164167004971 + 0.7936165179671361im,0.0492597276772467 + 0.6937228071880132im
0.04926015311244426 + 0.6937223805593001im,0.04925972767728768 + 0.693722807187972im,0.0492597276772467 + 0.6937228071880132im,0.3695167254045922 + 0.7091459038943174im
