0.37257036192081094 + 0.7886737470791667im,0.04923157957186883 + 0.7075642836427115im,0.0492311078175343 + 0.7075647610549857im,0.049231579571905805 + 0.707564283642674im
0.04923157957186883 + 0.7075642836427115im,0.3725694183678443 + 0.7886747019101975im,0.04923063606316278 + 0.7075652384672974im,0.04923110777334387 + 0.7075647610613929im
0.0492311078175343 + 0.7075647610549857im,0.04923063606316278 + 0.7075652384672974im,0.37256847490333256 + 0.7886756567283391im,0.04923063606319976 + 0.7075652384672602im
0.049231579571905805 + 0.707564283642674im,0.04923110777334387 + 0.7075647610613929im,0.04923063606319976 + 0.7075652384672602im,0.37256941836791824 + 0.7886747019101228im
