8.551153038161548e-8 + 0.0006597519734984435im,7.644635316433076e-8 - 7.918977223387189e-5im,7.645509619668936e-8 - 7.918977255475153e-5im
7.644635316433076e-8 - 7.918977223387189e-5im,8.544017280529642e-8 + 0.0006597537875746416im,7.641955811468758e-8 - 7.918975757969263e-5im
7.645509619668936e-8 - 7.918977255475153e-5im,7.641955811468758e-8 - 7.918975757969263e-5im,8.545619398341578e-8 + 0.0006597542198878766im
