0.3665182129660323 + 0.7935262606647947im,0.049260226927082804 + 0.712423101969826im,0.04925986948897921 + 0.7124234604123042im,0.04926022692711082 + 0.7124231019697979im
0.049260226927082804 + 0.712423101969826im,0.36651749808161255 + 0.79352697754983im,0.049259512050847595 + 0.7124238188548103im,0.04925986948082278 + 0.712423460412327im
0.04925986948897921 + 0.7124234604123042im,0.049259512050847595 + 0.7124238188548103im,0.36651678321356174 + 0.7935276944347635im,0.04925951205087562 + 0.7124238188547823im
0.04926022692711082 + 0.7124231019697979im,0.04925986948082278 + 0.712423460412327im,0.04925951205087562 + 0.7124238188547823im,0.3665174980816686 + 0.7935269775497739im
