0.37563180529565704 + 0.7887630804027043im,0.049231294979374327 + 0.7175300195979302im,0.049231294979320224 + 0.7175300195979848im,0.04923148215502189 + 0.6888635868000924im
0.049231294979374327 + 0.7175300195979302im,0.37563073349406656 + 0.7887642222505im,0.049230733473157436 + 0.7175305878294771im,0.049230920648846675 + 0.6888641550315845im
0.049231294979320224 + 0.7175300195979848im,0.049230733473157436 + 0.7175305878294771im,0.37563070788857017 + 0.7887642168657985im,0.04923092064879257 + 0.6888641550316394im
0.04923148215502189 + 0.6888635868000924im,0.049230920648846675 + 0.6888641550315845im,0.04923092064879257 + 0.6888641550316394im,0.37563110781753434 + 0.704293508392112im
