0.35158364573578177 + 0.7653117331583692im,0.0331412915962813 + 0.7016798765958645im,0.03218490840391739 + 0.6775024372777475im,0.03314428211895066 + 0.7017623350301836im
0.0331412915962813 + 0.7016798765958645im,0.3515929365792618 + 0.7655501259295115im,0.033153691547336286 + 0.7020037271418877im,0.032184956527838746 + 0.6775016859510826im
0.03218490840391739 + 0.6775024372777475im,0.033153691547336286 + 0.7020037271418877im,0.3516084286513975 + 0.7659592589574925im,0.0331566439512997 + 0.7020855987592654im
0.03314428211895066 + 0.7017623350301836im,0.032184956527838746 + 0.6775016859510826im,0.0331566439512997 + 0.7020855987592654im,0.3515989169861071 + 0.7657150522408768im
