0.36648967996312537 + 0.7886673233614903im,0.04923157957186883 + 0.7075642836427115im,0.0492311078175343 + 0.7075647610549857im,0.049231579571905805 + 0.707564283642674im
0.04923157957186883 + 0.7075642836427115im,0.3664887364101587 + 0.7886682781925209im,0.04923063606316278 + 0.7075652384672974im,0.04923110777334387 + 0.7075647610613929im
0.0492311078175343 + 0.7075647610549857im,0.04923063606316278 + 0.7075652384672974im,0.366487792945647 + 0.7886692330106625im,0.04923063606319976 + 0.7075652384672602im
0.049231579571905805 + 0.707564283642674im,0.04923110777334387 + 0.7075647610613929im,0.04923063606319976 + 0.7075652384672602im,0.36648873641023266 + 0.7886682781924462im
