0.36948866225565075 + 0.7887567765456145im,0.049231294979374327 + 0.7175300195979302im,0.049231294979320224 + 0.7175300195979848im,0.04923148215502189 + 0.6888635868000924im
0.049231294979374327 + 0.7175300195979302im,0.3694875894096795 + 0.788757918395387im,0.049230733473157436 + 0.7175305878294771im,0.049230920648846675 + 0.6888641550315845im
0.049231294979320224 + 0.7175300195979848im,0.049230733473157436 + 0.7175305878294771im,0.36948756432637353 + 0.7887579130096971im,0.04923092064879257 + 0.6888641550316394im
0.04923148215502189 + 0.6888635868000924im,0.049230920648846675 + 0.6888641550315845im,0.04923092064879257 + 0.6888641550316394im,0.3694879637331473 + 0.7042872045369989im
